fPeak,pLow,pMid,pHigh,pKurtosis,qMean,qVar,qSkewness,qKurtosis,qPeak2Peak,qCrest,qRMS,qMAD,qCSRange,LeakFault,BlockingFault,BearingFault,FaultClass,total_lifecycle_days,current_day
95.8100122100122,23.1653545691324,100.817574227579,77.8091067837427,119.205298013245,37.486699359792,11.4887262273287,-0.531600207348518,2.5146703708043,18.7467221579101,1.18264399415026,37.6394977271466,2.83319020588667,44986.0451126832,7.75846969267974e-07,0.8,0,1,32,19
95.8100122100122,6.55311320646538,85.9098103325853,86.3534059418061,290.562913907285,37.9980785765635,11.6535093408915,-0.638021015387662,2.77904701019403,18.8795039820086,1.17220504952711,38.150986640974,2.8459400788826,45596.603389673,2.45936198070142e-09,0.8,0,1,32,2
95.8100122100122,26.3309158883688,97.7168372669773,84.0623963577026,261.58940397351,37.3701149746544,11.599371973136,-0.50072227284658,2.47519359270322,18.0618962184867,1.16574378400561,37.5248611869135,2.8457890883734,44845.3722244924,9.47265821426857e-07,0.8,0,1,32,20
95.7494505494505,38.1766569330673,115.926948552274,68.5034496073965,24.0066225165563,37.2511340343148,11.9767986932445,-0.473456074521219,2.4508043766261,17.4499562397189,1.18505745248818,37.4114128733525,2.88283188420755,44704.4214329994,1.05315808795968e-06,0.8,0,1,32,21
95.8100122100122,46.2973931528099,116.72570394496,68.5209235291068,346.026490066225,37.0987088263072,12.0665429270196,-0.433814008480062,2.43504900057086,17.0571806470194,1.17259949246383,37.2608466412972,2.90304747101179,44520.004545636,1.25485304763611e-06,0.8,0,1,32,22
95.8100122100122,52.1541778813293,110.550713643517,71.0578381362078,72.0198675496689,37.0155667359249,12.0858617455078,-0.380429200919564,2.34243250333997,16.4483788073349,1.17736728342107,37.1783267423608,2.8979067358058,44419.6417049821,1.379080683946e-06,0.8,0,1,32,23
95.7494505494505,72.2960407967253,124.244046747624,73.573691288857,24.8344370860927,36.8283134284851,12.7756636728235,-0.380205268903502,2.31859078249079,16.5099686608609,1.17458496079332,37.0012120901163,2.97560679298229,44195.8162958869,1.63810883130677e-06,0.8,0,1,32,24
47.9057387057387,79.3090672175608,140.896393522455,64.1709579074326,440.397350993377,36.7605813400897,12.881108153371,-0.31260907205692,2.33222968761377,17.4841784283874,1.19764718997254,36.9352233416247,2.96797903342772,44113.9613963298,1.80463627555418e-06,0.8,0,1,32,25
95.7494505494505,5.46849133931361,91.3993164690168,94.0967809589318,441.225165562914,38.0123311331496,11.3005883234028,-0.683296123244809,2.78710224482815,18.1093461593656,1.16954256614958,38.1605620658787,2.80200917857383,45614.8329017719,4.2972377375414e-09,0.8,0,1,32,3
95.7494505494505,6.85332944610849,97.5829712425996,90.199498914619,166.390728476821,37.9922316262891,11.7595956273474,-0.697518408761262,2.93871675515772,18.8733234875065,1.16107567652285,38.1465525056919,2.8604338741202,45589.6002090244,7.50147860987054e-09,0.8,0,1,32,4
95.8100122100122,8.95925162102231,93.6938656739126,85.8115938916119,338.576158940397,37.9898866649695,11.4322999724287,-0.637836078527609,2.72152693518272,17.9744751673841,1.16531845515245,38.1399301232383,2.82734057923271,45586.9466734225,1.57520993958061e-08,0.8,0,1,32,5
95.8100122100122,5.45626451456335,95.5106037411785,82.9938265385561,485.099337748344,37.9882836663609,11.4150887105158,-0.673502914103625,2.78728141531705,19.0629044536581,1.18159752129924,38.1381079757903,2.8191858325921,45585.1750433783,3.32897486822034e-08,0.8,0,1,32,6
95.8100122100122,8.19243204938941,103.650570754849,95.5110662611993,371.688741721854,37.9578610213837,11.6507368853671,-0.693798223587264,2.90956437524987,19.1402978616035,1.16505107801925,38.1108941031393,2.82200810477646,45548.1824358086,4.70799876921609e-08,0.8,0,1,32,7
95.8100122100122,9.48963393010373,95.6488028861212,83.5712941285052,214.403973509934,37.9143682122636,11.5334174090861,-0.713670304847757,2.92570381333166,18.4003270774199,1.15789980395253,38.0660364520088,2.82742029790154,45496.1287052653,7.03436111363926e-08,0.8,0,1,32,8
95.8100122100122,8.5372830282649,86.4924956131295,87.4748331283373,468.543046357616,37.9703408910027,11.3490076346478,-0.696262091155787,2.95879810416866,19.186884069583,1.16097296140698,38.1193696876264,2.78654041906087,45564.2783200932,8.99457157261763e-08,0.8,0,1,32,9
47.9057387057387,101.243129922999,131.478180407468,71.2016967879476,336.920529801325,36.6127672597744,13.17390086923,-0.315189154316692,2.38680624722267,16.9262237840656,1.19209858272254,36.7920868962041,2.97799871723604,43937.3229714645,1.95171254015227e-06,0.8,0,1,32,26
47.9057387057387,102.045937373324,134.253518682147,58.5137030114045,153.145695364238,36.4995552960862,14.0759145686226,-0.268151953719186,2.324784607246,17.3740911616608,1.19547937742364,36.6917120235438,3.09629299704173,43802.7179611844,2.1221197126897e-06,0.8,0,1,32,27
47.9057387057387,128.741130029657,151.291612771459,59.1567434320324,197.019867549669,36.2462574512093,14.4928732709953,-0.252473433295141,2.29964386367942,17.3410902606496,1.20868443146513,36.4454659066401,3.13444998787269,43500.3611649673,2.39348944611734e-06,0.8,0,1,32,28
15.9291819291819,169.038410941134,158.105025776296,50.5025321033923,118.377483443709,36.1834182422248,14.9423236147684,-0.188938021197641,2.25230660202327,18.7656016068282,1.2212672145765,36.3891417559986,3.18710582115021,43425.2157763363,2.64649358846239e-06,0.8,0,1,32,29
15.9897435897436,196.912592884922,159.968423806344,60.3429921055085,463.576158940397,36.0342144674275,16.0296575236866,-0.1767285575775,2.19707562955425,19.1305229739657,1.23317707157354,36.2557708907527,3.324214931096,43243.8136281281,2.8826271427774e-06,0.8,0,1,32,30
15.9291819291819,230.508233012604,160.02535317338,54.1174630113609,293.87417218543,35.7467300174013,17.9785908590657,-0.160743252471902,2.2202203600588,19.5538232998178,1.23549318065076,35.9971155526624,3.51449550566836,42901.65716395,3.27534993881495e-06,0.8,0,1,32,31
15.9897435897436,299.825517952826,157.597876775738,57.136037609038,38.9072847682119,35.4528480758263,18.8899149659839,-0.153792304609293,2.15638972353362,20.0850921058651,1.23739954285995,35.7180433837699,3.63195498370125,42549.4505260587,3.6e-06,0.8,0,1,32,32
