fPeak,pLow,pMid,pHigh,pKurtosis,qMean,qVar,qSkewness,qKurtosis,qPeak2Peak,qCrest,qRMS,qMAD,qCSRange,LeakFault,BlockingFault,BearingFault,FaultClass,total_lifecycle_days,current_day
94.780463980464,5.96587780630775,86.5429447491699,78.6488781099333,275.662251655629,37.5936851594293,11.1648820153245,-0.641817737646954,2.80576258705713,18.8090766197358,1.183983043665,37.7417639964033,2.7747544438446,45108.932543112,1e-09,0.8,0.000154915508887056,3,34,19
95.8100122100122,8.65662455160849,91.0296553641058,89.2621327719922,309.602649006623,37.9525044690923,11.6468865681283,-0.761535719644568,3.0667341587107,19.1667210866867,1.16772509030411,38.1055085832374,2.82823133470372,45542.1000158292,1e-09,0.8,1.09645684770215e-06,3,34,2
94.7199023199023,4.96173470372413,93.8008703891679,72.5320627675974,452.814569536424,37.5840994893032,11.0194747537802,-0.652224200000956,2.72961611477293,17.6992050510138,1.16940025435183,37.7302906684541,2.76525485623184,45102.9179314979,1e-09,0.8,0.000171640339658167,3,34,20
94.5382173382173,4.58829223027837,92.492584058451,76.3719627833755,11.5894039735099,37.593450744849,10.6648980599431,-0.590147464418699,2.529055128159,16.4092093397235,1.16781997213039,37.73491164625,2.74040416898748,45116.2947183766,1e-09,0.8,0.000192914252863939,3,34,21
94.4776556776557,4.77232271642443,83.8446455507515,80.3874512688243,352.649006622517,37.509615319099,10.307437505048,-0.65933267475537,2.75945355599417,18.0417018315473,1.1595744721607,37.6466478788293,2.67363897710642,45016.4206302918,1e-09,0.8,0.000213077187850243,3,34,22
94.2959706959707,7.55885865328904,92.8208547127092,80.0666264498884,456.12582781457,37.5324076959263,10.6674325482111,-0.676245421343711,2.72103721260222,17.6810187096427,1.17053286994103,37.6741314150185,2.73648864821955,45039.6080996745,1e-09,0.8,0.000226751456235921,3,34,23
94.1748473748474,3.93680808302841,95.6353054818626,73.741732435304,11.5894039735099,37.5214273514977,10.4210681225407,-0.583590748874543,2.53694641307555,17.1479907418332,1.16675202978992,37.6599243443697,2.70711916896802,45023.9221158029,1e-09,0.8,0.000245356158357657,3,34,24
94.0537240537241,4.64125469650719,89.9910082151251,72.4872721302481,131.622516556291,37.4087431411556,10.8472694601173,-0.632223808752515,2.64312937927584,16.8069610020893,1.14772595834191,37.5533260976496,2.76242493351482,44886.9309349164,1e-09,0.8,0.000261915570284995,3,34,25
95.7494505494505,4.44770339693257,101.026581587572,88.2785680684571,187.913907284768,37.9716077067913,11.7476370647825,-0.697570474986662,2.80660859608483,17.8750668259389,1.15100265068458,38.1258553655779,2.86187595487482,45563.7109975125,1e-09,0.8,2.88754166035472e-06,3,34,3
95.7494505494505,7.40370327646212,98.4855254440238,88.8085971480164,325.331125827815,38.0568675084871,11.5142986797243,-0.664554767900058,2.85169251165598,19.4576075383805,1.16403749593592,38.2077201096683,2.82719693521917,45667.3344556282,1e-09,0.8,4.07845988912192e-06,3,34,4
95.7494505494505,8.19604282835414,94.5083324727967,89.0502566814623,286.423841059603,38.004831887688,11.853285628602,-0.70317391857831,3.01712937234986,19.1598111307282,1.15159589321387,38.1603283912311,2.84858063390676,45606.120805827,1e-09,0.8,6.63199359264074e-06,3,34,5
95.7494505494505,6.78245369700206,94.1891563819485,83.9052873017047,246.688741721854,37.9922507326301,11.8483609559406,-0.696202369940105,2.9045453960803,19.1069147386555,1.1877163941576,38.1477340254178,2.8524052593771,45589.7361308988,1e-09,0.8,9.44185457934058e-06,3,34,6
95.6888888888889,7.91486812253537,101.61551408785,90.9319541864016,485.099337748344,37.9149462752107,11.9998934919739,-0.725610864198467,2.86231199889632,17.6711854906991,1.15441079137714,38.0727337205929,2.88424972421403,45496.8036279577,1e-09,0.8,1.54346564179695e-05,3,34,7
95.6283272283272,7.04960471887709,91.1472107138466,81.9296801037394,467.715231788079,37.9078428886394,11.5354983847591,-0.662078952818684,2.82354305858248,18.9690421415595,1.18422774660893,38.0595644476299,2.81410278256327,45487.5556039881,1e-09,0.8,2.0620465706279e-05,3,34,8
95.5677655677656,7.81626549688196,98.4479905085195,79.1027020521089,230.960264900662,37.9490093556279,11.0594810438629,-0.619830550752249,2.69232723510334,17.6131023789055,1.16588279422631,38.0943248208575,2.77832322215356,45535.8538099101,1e-09,0.8,2.98851769941683e-05,3,34,9
93.9931623931624,4.75632512867226,81.4887625614176,68.8571367076927,163.907284768212,37.2992857519174,10.7253001627396,-0.63684427146533,2.65712898361418,17.0059164421818,1.16061264519359,37.4426640005451,2.73835142637439,44765.0358219833,1e-09,0.8,0.000281070059044867,3,34,26
93.8114774114774,6.22609812537905,79.8998680185214,66.8281080631388,37.2516556291391,37.400765524651,10.2993553953574,-0.637575837570954,2.61818901357224,16.9721358011223,1.15058258873632,37.5380878785201,2.67452537166382,44883.1104821714,1e-09,0.8,0.000302873894715452,3,34,27
93.7509157509158,3.18522091471937,92.0461731632127,72.9102386178301,351.82119205298,37.3769182129466,10.2997223111808,-0.590946329567478,2.5215188932753,15.7968648591582,1.1655003683199,37.5143327470073,2.69085341614195,44849.6826524911,1e-09,0.8,0.000331257257876034,3,34,28
93.5692307692308,4.73831473456115,87.3082093240773,81.3702145196895,477.649006622517,37.2452188276033,10.4547062509236,-0.660012466029058,2.64903868286586,16.0908553420128,1.14935000002252,37.3851886014494,2.71150352873708,44690.406892219,1e-09,0.8,0.00034908671605411,3,34,29
93.3269841269841,4.03851229062431,90.7841465150503,61.4577293841434,371.688741721854,37.1616496910744,10.2054642941448,-0.557897446531913,2.47170932447747,16.1716720747559,1.16601171366947,37.2985948070959,2.67102995164116,44597.5615660565,1e-09,0.8,0.000396707028684691,3,34,30
92.9636141636142,6.44630185119116,86.6996621940758,67.3490673962528,11.5894039735099,37.0095571731615,9.98004338840277,-0.640303655621116,2.73345174501214,17.6457676771833,1.15943699231985,37.1440312266171,2.63125283297937,44410.3528611253,1e-09,0.8,0.000447962610215443,3,34,31
92.7213675213675,4.66220470180284,91.5949468767174,78.5900339874652,11.5894039735099,36.9712116342866,10.0569432046802,-0.58600658876018,2.52824766602874,16.3827994064,1.15620456815861,37.1068600005991,2.66711765678615,44368.0914602188,1e-09,0.8,0.000484644315546064,3,34,32
92.5396825396825,5.36022878849914,78.9023086019612,72.4058099344528,11.5894039735099,36.8645007535623,9.61886556083546,-0.566289305013233,2.57760559698789,15.966036890956,1.16148254146325,36.9946249112372,2.58838223776483,44233.7932294273,1e-09,0.8,0.00052280908620341,3,34,33
92.1157509157509,1.42833555955779,85.3698251769264,75.2827407944308,11.5894039735099,36.7326357106,10.0858361224581,-0.635451921075996,2.5924152639614,16.4335703307714,1.15523109296526,36.8695533537483,2.65717839980316,44076.343525348,1e-09,0.8,0.0006,3,34,34
