fPeak,pLow,pMid,pHigh,pKurtosis,qMean,qVar,qSkewness,qKurtosis,qPeak2Peak,qCrest,qRMS,qMAD,qCSRange,LeakFault,BlockingFault,BearingFault,FaultClass,machine_id,total_lifecycle_days,current_day
95.74945055,12.01165538,91.38172808,98.67509597,467.7152318,37.96816324,11.59592842,-0.764117015,3.160413412,20.68389567,1.153264002,38.12043668,2.82110416,45561.155,1.00E-09,0.8,9.44E-06,3,4,34,6
95.68888889,9.911563514,88.64550723,90.58445758,287.2516556,37.93637837,11.27456302,-0.694096532,2.915511579,19.23559292,1.152501565,38.08456353,2.798973563,45521.11071,1.00E-09,0.8,1.54E-05,3,4,34,7
95.62832723,7.175994426,109.1290489,86.38509162,194.5364238,37.95935606,11.76167145,-0.636833917,2.706589807,17.61299562,1.157417009,38.11383726,2.864823328,45548.8964,1.00E-09,0.8,2.06E-05,3,4,34,8
95.56776557,10.8991844,96.92311714,78.36300016,245.0331126,37.98823484,11.33611738,-0.689762473,2.886089925,19.31076351,1.185336453,38.13702486,2.794766743,45582.57632,1.00E-09,0.8,2.99E-05,3,4,34,9
93.99316239,4.860987795,90.25605886,71.49971576,103.4768212,37.37960387,10.65275939,-0.652265747,2.733005751,17.39726783,1.166360487,37.52170938,2.714154284,44861.30992,1.00E-09,0.8,0.00028107,3,4,34,26
93.75091575,3.488199891,92.06956611,72.28116273,413.9072848,37.43858793,10.41067459,-0.635968982,2.61657409,17.14498776,1.164405379,37.57725206,2.691787174,44927.64978,1.00E-09,0.8,0.000302874,3,4,34,27
93.69035409,5.968542133,91.68366528,60.12476708,38.0794702,37.32702383,10.21711523,-0.593148381,2.514566749,15.88994309,1.152136289,37.4635198,2.666099283,44789.3071,1.00E-09,0.8,0.000331257,3,4,34,28
93.62979243,8.047113068,91.73712836,85.05272537,259.1059603,37.30826936,10.42322112,-0.626667568,2.56102023,16.36199998,1.149619698,37.44758344,2.708514817,44767.86937,1.00E-09,0.8,0.000349087,3,4,34,29
93.32698413,2.655162157,77.72710609,71.38712421,476.8211921,37.13938658,10.18916187,-0.608473336,2.627359855,18.00923831,1.186156626,37.276195,2.673789165,44570.61708,1.00E-09,0.8,0.000396707,3,4,34,30
92.96361416,2.849716705,86.73461993,70.72122176,11.58940397,37.04905372,10.06189323,-0.592446314,2.539035055,16.65195834,1.153164075,37.18448463,2.661529927,44458.09384,1.00E-09,0.8,0.000447963,3,4,34,31
92.72136752,6.429015487,86.93357562,62.95014112,11.58940397,36.94080439,10.14005379,-0.569046063,2.50780144,16.29802894,1.157514473,37.07768385,2.673397465,44332.47913,1.00E-09,0.8,0.000484644,3,4,34,32
92.47912088,4.92508815,94.99144187,72.33197496,253.3112583,36.86619266,10.09228584,-0.625916218,2.583256124,16.94369935,1.16498561,37.0027032,2.670806259,44235.26141,1.00E-09,0.8,0.000522809,3,4,34,33
92.11575092,2.84665719,95.93707816,65.25850361,69.53642384,36.68906908,9.813838696,-0.556604132,2.447763552,15.56057332,1.160558966,36.8224586,2.624683513,44024.58451,1.00E-09,0.8,0.0006,3,4,34,34
