fPeak,pLow,pMid,pHigh,pKurtosis,qMean,qVar,qSkewness,qKurtosis,qPeak2Peak,qCrest,qRMS,qMAD,qCSRange,LeakFault,BlockingFault,BearingFault,FaultClass,machine_id,total_lifecycle_days,current_day
47.96630037,47.09891893,164.1516799,148.4579448,458.6092715,37.55994634,17.09131114,-1.360329613,5.675854846,25.39751034,1.171563817,37.78659351,3.199882225,45072.35456,1.00E-09,0.698652562,0,2,3,40,23
47.90573871,50.67808387,173.2096216,155.2244925,301.3245033,37.51369888,17.35153838,-1.391090008,5.753582392,27.79910024,1.176892506,37.74406833,3.209580432,45015.84624,1.00E-09,0.692640498,0,2,3,40,24
47.96630037,48.7370954,176.2912143,144.2163,298.8410596,37.45986674,17.78392781,-1.408183781,5.737278177,26.54133179,1.169609386,37.69629606,3.262798356,44952.42943,1.00E-09,0.683298309,0,2,3,40,25
95.81001221,10.40553881,90.97495099,86.96832707,290.5629139,37.99911929,11.79359037,-0.694866989,2.883590912,19.10404912,1.163910285,38.15385744,2.856402887,45598.45818,1.00E-09,0.796015773,0,2,3,40,3
95.81001221,8.405029318,95.80043512,91.22023193,328.6423841,37.93956657,11.80428745,-0.72005507,3.114234161,19.68797611,1.156134089,38.0946869,2.832157281,45526.32235,1.00E-09,0.793124496,0,2,3,40,4
95.87057387,10.69599627,100.4285458,81.39326089,389.0728477,37.97859279,12.09146974,-0.720383327,2.966562026,20.11761714,1.194469047,38.13731653,2.886372473,45576.37034,1.00E-09,0.789731648,0,2,3,40,5
95.81001221,13.81038342,98.88215623,90.03896704,467.7152318,37.92929128,11.97907895,-0.775545988,3.18771578,19.04574241,1.158148696,38.08674628,2.856041655,45515.68605,1.00E-09,0.787018602,0,2,3,40,6
95.81001221,14.70323511,92.99735343,109.5416898,345.1986755,37.92213857,11.97554745,-0.82520721,3.376319065,20.55412462,1.154850278,38.07957681,2.833727362,45505.85888,1.00E-09,0.783352687,0,2,3,40,7
95.87057387,11.57322902,108.9205095,92.6344101,411.4238411,37.94491896,12.120044,-0.858859245,3.475900048,19.56522243,1.168065632,38.10415761,2.849703221,45533.87319,1.00E-09,0.781184047,0,2,3,40,8
95.81001221,14.26787953,106.9776743,108.4441442,440.397351,37.95810068,12.30922795,-0.752928188,3.256505249,20.79360936,1.172673434,38.11976372,2.89224578,45549.33466,1.00E-09,0.77892204,0,2,3,40,9
47.96630037,59.43976609,188.8221184,172.3180325,136.589404,37.46627162,19.44396898,-1.525568524,6.318521377,27.73986328,1.198241397,37.72465093,3.361967194,44959.85874,1.00E-09,0.67341954,0,2,3,40,26
48.02686203,188.7519986,409.6548734,157.9522383,266.5562914,36.84828907,35.79099136,-2.203973473,8.763164277,35.70967128,1.190437989,37.33038438,4.146989427,44219.97854,1.00E-09,0.584958995,0,2,3,40,35
48.02686203,182.4571656,431.041577,165.4141763,363.410596,36.72363054,37.34734924,-2.202753371,8.724151683,36.69063298,1.195584264,37.22823246,4.21916887,44067.97578,1.00E-09,0.579010972,0,2,3,40,36
48.02686203,234.814532,465.940302,160.6358672,166.3907285,36.66548279,39.80027291,-2.21165538,8.67701696,38.30374792,1.19716778,37.20382725,4.339581661,44000.41962,1.00E-09,0.569137406,0,2,3,40,37
48.02686203,224.90319,461.8728201,168.3130324,154.8013245,36.60080124,41.49390612,-2.276413971,9.026514581,38.38592339,1.203640203,37.16285791,4.364332716,43923.83092,1.00E-09,0.562671379,0,2,3,40,38
48.02686203,263.2308647,491.3357556,176.4890633,299.6688742,36.47929804,46.18346053,-2.29241067,8.896990903,39.25641028,1.213705596,37.10639018,4.598801946,43776.48744,1.00E-09,0.54682239,0,2,3,40,39
48.02686203,292.7301407,565.9563036,183.107032,427.9801325,36.29969981,52.22168283,-2.364514649,9.105341319,42.30030139,1.21815717,37.01143617,4.790672892,43562.4511,1.00E-09,0.53,0,2,3,40,40
47.96630037,65.86973148,218.1749728,164.1062449,490.8940397,37.41440609,20.70154648,-1.605380316,6.460085069,27.55484129,1.184667344,37.68981418,3.407494821,44898.40431,1.00E-09,0.662790169,0,2,3,40,27
48.02686203,71.46981748,227.7738712,168.9614936,461.0927152,37.30520766,22.00421759,-1.646328524,6.672008512,28.81756588,1.188427568,37.59872889,3.510725647,44766.62614,1.00E-09,0.654499133,0,2,3,40,28
47.96630037,82.03245257,227.2381212,163.1040636,388.2450331,37.31442949,22.25904005,-1.629591413,6.687540836,27.72680771,1.178812442,37.61126367,3.52603033,44779.17931,1.00E-09,0.649287861,0,2,3,40,29
47.96630037,83.63383401,246.7924387,166.2341261,24.00662252,37.28888231,23.36185365,-1.707277941,6.986716973,30.29200204,1.197955974,37.60057374,3.583779892,44747.74558,1.00E-09,0.642634244,0,2,3,40,30
47.96630037,96.50676804,278.6468352,158.3015475,408.9403974,37.12782668,25.66318925,-1.913444423,7.87367257,32.77756947,1.178263878,37.47155367,3.662598132,44555.03144,1.00E-09,0.629453276,0,2,3,40,31
47.96630037,117.1942221,301.3002987,161.2663698,361.7549669,37.09892631,27.1677832,-1.940157023,7.927441303,32.55914075,1.190993023,37.46298834,3.76242072,44520.86125,1.00E-09,0.62324092,0,2,3,40,32
47.96630037,131.8216029,325.6331426,156.313875,476.8211921,36.9737178,29.08744777,-2.037152991,8.238790592,32.23535238,1.18459714,37.36467632,3.832345776,44368.6272,1.00E-09,0.610358036,0,2,3,40,33
48.02686203,154.371944,326.0761397,165.3865241,374.1721854,36.88624636,31.64612926,-2.082755276,8.300374533,33.11264044,1.195743341,37.31239673,3.958105873,44264.9138,1.00E-09,0.600068951,0,2,3,40,34
