fPeak,pLow,pMid,pHigh,pKurtosis,qMean,qVar,qSkewness,qKurtosis,qPeak2Peak,qCrest,qRMS,qMAD,qCSRange,LeakFault,BlockingFault,BearingFault,FaultClass,machine_id,total_lifecycle_days,current_day
47.6029304,48.88738327,129.3252494,96.07250505,10.7615894,36.70789702,13.13950908,-0.652285003,2.992844997,19.37571974,1.172380129,36.8862884,2.970105812,44046.38553,1.20E-06,0.735621769,0.000101923,7,4,40,26
47.3001221,185.7365862,187.9597255,96.13376847,274.8344371,35.41886624,17.4563294,-0.450418059,2.762622616,22.52958964,1.222348176,35.66423811,3.412598629,42504.63598,2.64E-06,0.663842649,0.000190138,7,4,40,35
15.74749695,214.6929239,197.2709786,101.0365704,371.6887417,35.22234805,18.62455881,-0.456763821,2.758979351,22.31194986,1.223189265,35.4855302,3.526736565,42270.84066,2.87E-06,0.652017931,0.000201286,7,4,40,36
15.74749695,235.8429062,195.0215011,91.93079004,56.29139073,35.03199234,19.28456634,-0.379689882,2.543069672,23.33977386,1.242228351,35.3059343,3.589545938,42045.34919,3.09E-06,0.642470394,0.000215535,7,4,40,37
15.74749695,275.9252724,203.5525741,87.46242479,344.3708609,34.84971146,20.28988479,-0.363799857,2.537461399,23.78082892,1.265113105,35.13937079,3.703542777,41825.51196,3.33E-06,0.62913746,0.000226949,7,4,40,38
15.74749695,312.4349063,209.9648578,83.6526636,447.8476821,34.60320928,21.38762133,-0.334355047,2.476706723,25.06406855,1.269311631,34.9106274,3.817227209,41527.73677,3.56E-06,0.619152017,0.00023955,7,4,40,39
15.68693529,325.2145727,214.3876159,91.37985769,399.8344371,34.51866199,22.01918276,-0.411077721,2.62448935,24.32826857,1.242259076,34.83588487,3.83584797,41424.375,3.60E-06,0.608029334,0.000251191,7,4,40,40
47.6029304,65.49796188,136.3423079,94.19094239,326.1589404,36.59489129,13.10193928,-0.60316695,2.871135207,19.40056895,1.181870112,36.77332047,2.970488848,43910.38368,1.35E-06,0.729757073,0.000108956,7,4,40,27
47.54236874,69.04526583,136.2005386,92.88160797,450.3311258,36.50139248,13.26788989,-0.581238226,2.97080307,20.00142524,1.19066932,36.68253666,2.99282359,43797.82882,1.48E-06,0.72149272,0.000118572,7,4,40,28
47.54236874,75.28673703,140.0895191,91.60800199,229.3046358,36.37328021,14.31535097,-0.653457617,3.213467699,23.00951184,1.187337333,36.56937168,3.064544267,43643.97465,1.60E-06,0.714296067,0.000127788,7,4,40,29
47.48180708,88.73613236,147.3571966,96.70525017,449.5033113,36.19882511,14.81401826,-0.566437552,2.933357721,21.03909332,1.202058535,36.40270076,3.144306876,43434.87686,1.77E-06,0.707369895,0.000138892,7,4,40,30
47.48180708,107.5014825,159.0738435,97.99800434,342.7152318,36.07772031,15.14024999,-0.538528395,2.839704667,21.02301722,1.209642329,36.2867682,3.181278056,43290.0677,1.93E-06,0.699315459,0.000147726,7,4,40,31
47.42124542,120.169884,163.5853562,96.37375191,167.218543,35.91854218,15.72664973,-0.480476697,2.730296199,21.85573442,1.209886805,36.13661893,3.241645099,43099.73931,2.09E-06,0.690452751,0.000156582,7,4,40,32
47.36068376,138.6632628,174.6705629,88.17643723,70.36423841,35.74846036,16.43734447,-0.473943074,2.847336665,21.67947306,1.20746408,35.97743843,3.313898996,42896.72051,2.26E-06,0.68209215,0.000166886,7,4,40,33
47.36068376,166.959288,183.0815801,88.08724228,343.5430464,35.5758135,16.93930202,-0.442814494,2.773245582,21.07383101,1.215742532,35.81289857,3.330236125,42690.88462,2.45E-06,0.67321124,0.000177114,7,4,40,34
