fPeak,pLow,pMid,pHigh,pKurtosis,qMean,qVar,qSkewness,qKurtosis,qPeak2Peak,qCrest,qRMS,qMAD,qCSRange,LeakFault,BlockingFault,BearingFault,FaultClass,machine_id,total_lifecycle_days,current_day
47.90573871,29.36209138,115.6088971,76.50994291,201.1589404,37.25529158,11.62508716,-0.479298516,2.468920439,17.6093376,1.188746484,37.41085615,2.863619552,44707.60594,1.05E-06,0.8,0,1,2,32,21
95.81001221,39.41684478,113.385989,70.36819455,358.4437086,37.12107647,11.9011383,-0.439149866,2.431689653,17.96322667,1.187900648,37.28090057,2.879590012,44546.21001,1.25E-06,0.8,0,1,2,32,22
95.74945055,55.15173057,122.6838487,72.86934961,294.7019868,36.97948895,12.18524212,-0.391308413,2.374083131,16.35223561,1.178894387,37.14374375,2.898719414,44377.07274,1.38E-06,0.8,0,1,2,32,23
95.74945055,63.9997602,128.108931,65.59244641,72.01986755,36.78471752,12.59429164,-0.345433191,2.378664115,18.55689965,1.19667705,36.95536833,2.942733668,44142.65359,1.64E-06,0.8,0,1,2,32,24
47.90573871,78.12991883,129.9299141,70.8590928,436.2582781,36.68033657,13.03454875,-0.339726907,2.361785571,17.70392229,1.198166314,36.85743868,2.996201057,44018.75891,1.80E-06,0.8,0,1,2,32,25
95.81001221,10.21215159,90.57907103,85.46381713,153.1456954,38.02450523,11.57141145,-0.671043926,2.812464865,18.96751487,1.16315153,38.17623311,2.836610397,45628.92549,4.30E-09,0.8,0,1,2,32,3
95.81001221,8.162713033,95.040588,88.77196171,328.6423841,37.97516074,11.4555322,-0.666052727,2.902124901,18.61863376,1.15463593,38.12556658,2.803357904,45569.03326,7.50E-09,0.8,0,1,2,32,4
95.87057387,8.975462586,97.47022397,80.99373169,387.4172185,38.02190108,11.69555962,-0.671629488,2.771937692,19.52352519,1.192432138,38.17526402,2.856376268,45628.32925,1.58E-08,0.8,0,1,2,32,5
95.81001221,9.328349454,91.15099996,80.46786416,10.7615894,37.99488209,11.37155775,-0.701692755,2.902152144,18.64200129,1.157644101,38.14411035,2.806830603,45594.4108,3.33E-08,0.8,0,1,2,32,6
95.74945055,9.667353684,86.3420972,100.8592947,151.4900662,37.97733827,11.26669515,-0.736109205,3.072233623,20.01778141,1.151560195,38.12526113,2.773900238,45572.0951,4.71E-08,0.8,0,1,2,32,7
95.81001221,7.596486068,102.7857202,83.03181512,485.9271523,37.99327323,11.35229769,-0.752685518,3.07543065,18.88372285,1.163728437,38.14225551,2.78910828,45591.91275,7.03E-08,0.8,0,1,2,32,8
95.74945055,9.490787035,99.81366614,91.43115852,410.5960265,38.00185264,11.53487222,-0.644101831,2.847758296,19.2852764,1.171034605,38.15319216,2.828755316,45601.86818,8.99E-08,0.8,0,1,2,32,9
47.90573871,91.47380224,129.1836145,58.86772201,248.3443709,36.64256985,13.17017004,-0.297880745,2.344170893,17.20441478,1.188939034,36.82169373,2.991612541,43973.31481,1.95E-06,0.8,0,1,2,32,26
47.90573871,110.9740172,133.7620581,64.56513721,429.6357616,36.53259862,13.82271987,-0.363012352,2.385785444,17.95089635,1.198233013,36.72113795,3.067887512,43842.29879,2.12E-06,0.8,0,1,2,32,27
47.90573871,128.4794688,155.7840271,59.16378615,201.1589404,36.29071535,14.56602768,-0.265224876,2.367605123,17.85538953,1.207534092,36.49068265,3.124076787,43551.6418,2.39E-06,0.8,0,1,2,32,28
15.92918193,157.1643123,153.5788801,59.49145061,119.205298,36.1915961,15.0995494,-0.245862374,2.294660297,18.26918566,1.210790295,36.39943138,3.205843694,43434.57535,2.65E-06,0.8,0,1,2,32,29
15.98974359,209.0116426,172.055754,65.46306237,152.3178808,35.98158202,17.01402313,-0.190353025,2.276339596,20.54954391,1.24854445,36.21704158,3.410701353,43182.04617,2.88E-06,0.8,0,1,2,32,30
15.92918193,245.4406687,172.4027708,56.75646563,467.7152318,35.68151295,17.9288902,-0.208475138,2.305656158,19.41420231,1.219649061,35.93166192,3.481783597,42823.09625,3.28E-06,0.8,0,1,2,32,31
15.98974359,308.2095405,181.6994424,48.49208402,465.2317881,35.45503957,19.51594512,-0.146615829,2.184196278,19.61191221,1.239055224,35.7289732,3.68187732,42552.34295,3.60E-06,0.8,0,1,2,32,32
